,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
865,HARL COFFEE,4.3,15,Coffee shop,-5.1182757,119.5103341,"Jalan Perintis Kemerdekaan, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar,4.443717160393437
1269,Kopi Sena,4.4,50,Cafe,-5.1603025,119.4169654,"SPBU 74.901.15 Ratulangi, Jalan Stadion, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mario,Mariso,Makassar,4.4435247566322005
984,Warkop Pojok 47,4.4,51,Coffee shop,-5.1250578,119.4188835,"Jalan Bandang, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar,4.443248312501991
1315,Kopi Toraja Mobile,3.7,3,Coffee shop,-5.1604735,119.4135996,"toko baju, Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.443028284254868
876,DAENG COFFEE RESTO,3.7,3,Coffee shop,-5.1084341,119.5194399,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.443028284254868
59,KOPI AROBI BAUMANGGA,4.4,54,Coffee shop,-5.1606994,119.4442599,"Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.442439655911626
370,Kedai Kopi Tea Makassar,4.4,54,Coffee shop,-5.1364474,119.5079703,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.442439655911626
179,Arion Coffee Shop Makassar,4.2,10,Cafe,-5.1598856,119.4358148,"Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar,4.441300447732594
424,Kedai Kopi PSC,4.4,59,Coffee shop,-5.134964,119.4952161,"Public Safety Centre 119 Makassar, Jalan Perintis Kemerdekaan, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.441157065137626
1254,Nurimo Coffee & Eatery,4.4,59,Cafe,-5.1604009,119.4093783,"Jalan Nuri, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.441157065137626
313,Warung Kopi Buloa,2.0,1,Coffee shop,-5.1142004,119.4378581,"Buloa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Buloa,Tallo,Makassar,4.441037094758003
666,Kedai Kopi Sahabat '95,4.3,18,Coffee shop,-5.1176663,119.4169704,"Kedai Kopi Sahabat'95, Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.44025256680636
371,Kopi Konoha Cab.BTP,4.4,63,Coffee shop,-5.1402408,119.5244369,"Jalan Poros Batas Kota Makassar - Pamanjengan - Benteng Gajah, Bumi Tamalanrea Permai, Katimbang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Katimbang,Biringkanaya,Makassar,4.440185491922319
90,Kopi 57,3.8,4,Coffee shop,-5.160689,119.4486053,"Jalan Kompleks Gladiol, Kompleks Gladiol, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.439922411053636
549,Mooka kopi Antang,4.3,19,Food and beverage exporter,-5.1673436,119.4792497,"Jalan Tamangapa Raya, Tamanngapa, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Biring Romang,Manggala,Makassar,4.43913452683559
93,QnA Coffee&Eatery,4.3,19,Coffee shop,-5.1480153,119.4386618,"Jalan A.P. Pettarani, Tamamaung, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Tamamaung,Panakkukang,Makassar,4.43913452683559
620,Kopi Nikmat & Kost Exclusive,4.4,68,Coffee shop,-5.1503133,119.4164994,"Happy Puppy, Jalan Sam Ratulangi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mangkura,Ujung Pandang,Makassar,4.439033682379774
1346,ROCK coffee by : R.Co,4.1,8,Cafe,-5.1622906,119.4099989,"Jalan Hati Mulia, Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.438527071886723
976,Kopi Kenangan - SPBU Pertamina (Andalas Makassar),4.4,73,Coffee shop,-5.1248866,119.4181597,"Pertamina, Jalan Andalas, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar,4.43794606015354
1076,Nine Kopitiam,4.4,74,Coffee shop,-5.1667663,119.4119919,"Jalan Opu Daeng Risadju, Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar,4.437735768640186
480,Aaron Teras Coffee,4.4,76,Coffee shop,-5.1872865,119.4266486,"Jalan Daeng Tata Raya, Mannuruki, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Parang Tambung,Tamalate,Makassar,4.437322101389828
610,BossCu coffee,4.4,84,Coffee shop,-5.1442084,119.41259,"Kantor Kelurahan Sawerigading, Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.435754316720871
1340,Bangi Kopi Phinisi Point Mall,4.2,13,Restaurant,-5.1521175,119.4041805,"Phinisi Point, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.435239908472855
1293,Noon Tea Bar Makassar,4.4,89,Coffee shop,-5.1510119,119.4045009,"Jalan Metro Tanjung Bunga, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Panambungan,Mariso,Makassar,4.434839626917128
717,Warkop Sekawan,3.8,5,Coffee shop,-5.1144937,119.4236317,"Jalan Barukang Raya, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar,4.434180366171482
169,Kopi Mang'cook,4.3,24,Coffee shop,-5.1624683,119.4374962,"Jalan Hertasning I, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.433801455958013
174,Kanal Social Space,4.4,99,Coffee shop,-5.1589389,119.4254757,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.4331438143909265
628,Kopi Kenangan - Ruko Sultan Hassanuddin Makassar,4.4,99,Coffee shop,-5.1384048,119.4093428,"Donatello, Jalan Sultan Hasanuddin, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Baru,Ujung Pandang,Makassar,4.4331438143909265
463,Komar. – Daeng Tata,4.1,10,Coffee shop,-5.1872476,119.4271037,"Toko Printing, Jalan Mallengkeri, Bonto Manaik, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Parang Tambung,Tamalate,Makassar,4.43271270525998
1212,Kopi Dilema,3.3,3,Cafe,-5.1774545,119.4731173,"Perumahan Bumi Husada Indah, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar,4.432063876730438
1248,Kedai Kopi & Roti Canai Borneo,3.3,3,Coffee shop,-5.1576903,119.4870864,"Jalan Raya Baruga, Bukit Baruga, Bukit Batu, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar,4.432063876730438
366,Kedai Kopi Teko,4.4,106,Coffee shop,-5.1321585,119.4991096,"Imperial Photo, Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.432051735692656
633,Kopi Toraja,4.3,26,Coffee shop,-5.1371392,119.4196292,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar,4.431780973230856
1239,Kopi Noka Antang,1.0,1,Coffee shop,-5.1647996,119.4769579,"Jalan Antang Raya, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar,4.431730010717165
418,Rumah Kopi Hitam Putih,4.4,111,Cafe,-5.1398127,119.4781895,"Jalan Perintis Kemerdekaan 3, BTN Hamzy, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.431314727942037
1077,dari kopi,4.4,112,Coffee shop,-5.1639458,119.4160058,"Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Parang,Mamajang,Makassar,4.43117137505014
991,Warkop Callysta,4.4,113,Coffee shop,-5.1241949,119.4200679,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar,4.431029328662076
241,Pyur 2.0,4.4,114,Coffee shop,-5.1273836,119.4282093,"Universitas Hasanuddin (Kampus Baraya), Jalan Sunu, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Kalukuang,Tallo,Makassar,4.430888570997854
1223,Warung Kopi Tower,4.4,114,Coffee shop,-5.1566942,119.4839186,"Bukit Baruga, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar,4.430888570997854
45,Goffee Espresso & Toast,4.4,118,Coffee shop,-5.1628547,119.4445513,"ALFAMART HERTASNING, Jalan Letjen Hertasning, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar,4.43033808306994
301,Papashake & Coffee,3.5,4,Cafe,-5.1249996,119.4347138,"Kantor Penggadaian, Jalan U.P. Baru 3, Wala-Walaya, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Wala-Walaya,Tallo,Makassar,4.429057278315166
654,MyWay Coffee,4.3,29,Coffee shop,-5.1436635,119.4093101,"Rumah Sakit Umum Stella Maris, Jalan Datu Musseng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.428862129358536
58,D'Koma Kedai Kopi dan Makanan,4.4,140,Cafe,-5.1608899,119.4458964,"PT. Gangking Raya Office Makassar, 23, Jalan Adhyaksa, Pandang, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.427629820682106
508,Kopi Padu Rasa - Mappaodang,4.2,17,Coffee shop,-5.1688097,119.4178993,"Jalan Andi Mappaodang, Bonto Kamase, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bongaya,Tamalate,Makassar,4.427617409846291
1119,Coffee Toffee,4.2,17,Coffee shop,-5.15318,119.4173729,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.427617409846291
885,Warkop Dottoro'e,4.4,144,Coffee shop,-5.1038586,119.5116319,"Jalan Sanrangan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.42718852911755
793,DOTTORO Cafe,4.4,150,Coffee shop,-5.1321323,119.4072757,"Jalan Hoo Eng Djie, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.426552403825866
1130,Kedai Kopi #CoffeeLounge,3.6,5,Coffee shop,-5.1552352,119.4161105,"Jalan Sam Ratulangi, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.425207333217847
889,Warkop Dg Sija,4.4,169,Coffee shop,-5.1023265,119.5119094,"Storia Coffee and Roastery, Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.424720838167444
494,Senopati Coffee and Eatery,4.4,170,Coffee shop,-5.1498669,119.415413,"Masjid Jenderal Sudirman, Jalan Merpati, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.42463141410568
84,Kopi Jendral,4.1,13,Coffee shop,-5.1562039,119.4474783,"Pan asia, 5, Jalan Adhyaksa Baru Ruko Zamrud, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Masale,Panakkukang,Makassar,4.4243562416421565
379,Ganti nama coffe,4.3,34,Coffee shop,-5.1373639,119.4855099,"Jalan Politeknik, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.424274493830805
38,A Lot of Coffee,4.4,180,Coffee shop,-5.1394017,119.4488948,"Alfamidi Samping UMI, Jalan Urip Sumohardjo, Tubiriʼ, Panaikang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Panaikang,Panakkukang,Makassar,4.423771513921574
680,Warkop Dottoro 75,4.4,181,Coffee shop,-5.1157461,119.4124097,"Warung Narti, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar,4.423688814585127
997,WARKOP BABBA,4.4,185,Coffee shop,-5.1221033,119.419418,"Jalan Ujung, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Parang Layang,Bontoala,Makassar,4.423363692363331
581,Bothlaim Space,4.4,186,Coffee shop,-5.1435464,119.4126787,"Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.423283801480211
860,Republik 44,4.4,215,Coffee shop,-5.1132684,119.5055779,"Pasar Grosir Daya Modern, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.421183192782766
149,Kedai Kopi Daengna,4.4,217,Coffee shop,-5.1664226,119.4389022,"Daengna, Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.421052207976799
638,Warkop Tong San,4.4,227,Coffee shop,-5.1377472,119.4056078,"Tong San Warkop, Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.420420853313599
926,Warkop Opale,4.4,229,Cafe,-5.0698203,119.5249693,"SMK Darussalam, Jalan Perintis Kemerdekaan, Patte'ne, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Sudiang,Biringkanaya,Makassar,4.420299099517954
481,Warkop Bang Haji,4.4,239,Coffee shop,-5.1874852,119.4409933,"Warkop Bang Haji, Jalan Sultan Alauddin, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.4197114778336015
1082,My Kopi O! Ratu Indah Mall,4.4,257,Coffee shop,-5.1532589,119.417407,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.418735246041325
31,Stasiun Kopi,4.4,266,Coffee shop,-5.1587475,119.454278,"Jalan Meranti, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Paropo,Panakkukang,Makassar,4.418282515578861
1313,Damgo Cafe and Coffee Shop,4.4,270,Cafe,-5.1522397,119.4148123,"Grind & Pull, 40-42, Jalan Andi Mappanyukki, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.418088250666588
182,Warkop Pelita Makassar,4.4,273,Coffee shop,-5.1491682,119.4373885,"Toko Campuran Hj Mariam, Jalan Pelita Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.4179452398309165
47,Coffee - Q,4.4,280,Coffee shop,-5.1536071,119.438455,"PT. PILLAR REALTY, RUKO ROYAL A3, Jalan Topaz, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.417620182794573
857,Black White Coffee Cafe,4.4,287,Cafe,-5.1039909,119.511146,"Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.417306692300103
1053,Point Coffee,4.2,23,Coffee shop,-5.1453285,119.4147449,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.417066951687315
1060,Warung Kopi Phoenam Ratulangi,4.4,293,Coffee shop,-5.1576569,119.416314,"Bank Syraih Bukopin, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.417046731244442
378,EWR Cafe,4.4,299,Cafe,-5.1274522,119.5019116,"NDORO CAFE, Jalan Bontoramba, Bontoramba, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.416794464283848
891,Warkop Dg. Sija Paccerakkang,4.4,317,Coffee shop,-5.1179761,119.5204566,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.416080557330499
583,Terima Kasih Kopi,4.4,318,Coffee shop,-5.1416043,119.4095357,"Jalan Dg. Tompo, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Maloku,Ujung Pandang,Makassar,4.416042671253659
353,Zefou Coffee,4.4,333,Cafe,-5.1375584,119.5150059,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.4154950713312475
569,"Fore Coffee - Sultan Hasanuddin, Makassar",4.4,361,Coffee shop,-5.140985,119.410828,"Fore Coffee, 53, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.414566915159186
1262,Taobun,4.4,361,Coffee shop,-5.1606053,119.4088329,"Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.414566915159186
1041,Arma Cafe,4.4,377,Coffee shop,-5.1637899,119.4235217,"Alfamart, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.414084811457325
712,Fat Bubble Makassar,4.4,377,Cafe,-5.1452253,119.4143929,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.414084811457325
1110,Kedai Kita,4.4,441,Coffee shop,-5.1623345,119.4200603,"Kedai Kita, Jalan Landak Lama, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.412438202445605
86,Warkop Sabila,4.4,472,Coffee shop,-5.1619318,119.454295,"Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.411771614869654
844,Terminal Kopi Gomacca,4.4,475,Coffee shop,-5.1350832,119.5223831,"Jalan Paccerakkang, Bumi Tamalanrea Permai, Katimbang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Katimbang,Biringkanaya,Makassar,4.4117108785277965
1000,Warung 76,4.3,50,Coffee shop,-5.1319674,119.416915,"Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Gaddong,Bontoala,Makassar,4.4115646506515125
416,Kopi Kenangan - SPBU Pertamina (Perintis Makassar),4.4,539,Coffee shop,-5.0953554,119.5115381,"SPBU 71.902.77, Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.410549670087948
613,Benz Bakery & Cafe,4.4,618,Coffee shop,-5.1334867,119.4104597,"Pizza Ria Cafe, Jalan Jenderal Ahmad Yani, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.409399239215987
151,DIMINATI COFFEE,4.4,622,Coffee shop,-5.1583414,119.4368491,"Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.409347626596099
69,Warkop Sentral Kopi,4.3,54,Coffee shop,-5.160746,119.455039,"Jalan Anggrek, Kompleks Maizonette, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.408783270761542
423,Kedai Kopi Orange,4.3,56,Coffee shop,-5.1349568,119.4952113,"Public Safety Centre 119 Makassar, Jalan Perintis Kemerdekaan, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.4074439467416955
83,Asia Coffee Shop by Sija,4.1,20,Coffee shop,-5.157658,119.4383802,"Kedai Kopi Asia by Sija, Asia Hotel - Lobby, Jalan Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.4063998732121075
597,Fireflies Coffee Pattimura,4.4,1108,Coffee shop,-5.1362346,119.4071538,"Black Canyon, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.405606867333287
113,Warkop Bundu Talasalapang,4.4,1307,Coffee shop,-5.1832518,119.4478154,"Warkop bundu talasalapang, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.404817472224743
449,Daun Coffee,4.4,1628,Coffee shop,-5.1834168,119.4222032,"Jalan Permata Mutiara Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar,4.403925885261702
128,Warkop BUNDU Balai Aroepala,4.4,1719,Coffee shop,-5.1765744,119.4571521,"Warkop Bundu, Jalan Aroepala, Anging Mammiri Resicence, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.403730176515974
154,Rally Kopi,4.3,62,Cafe,-5.1700552,119.4383235,"Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.4036168011785985
861,Warkop Five One,4.4,2254,Coffee shop,-5.1196318,119.5093918,"warkop 51, Jalan Puri Yuhana, Puri Yuhana Permai, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.402884723898447
653,Warkop Dg Sija Popsa,3.9,13,Coffee shop,-5.1337479,119.4041472,"Kampoeng Popsa, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.402588907980758
1349,Warkop Bahagia,4.2,33,Cafe,-5.1582806,119.4136575,"Jalan Cendrawasih 5, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.401500463661696
79,RUKO Warung Kopi (ex Turbo),4.3,66,Coffee shop,-5.1543148,119.4396243,"TURBO CAFE, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.401213326952157
389,TIBER COFFEE,4.3,68,Coffee shop,-5.1278056,119.5003052,"apotik k24 perintis, Jalan Perintis Kemerdekaan, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.400052923331451
11,Kopiteori Boulevard,4.3,68,Coffee shop,-5.1553447,119.4401516,"WARKOP SAMI, Jalan Boulevard, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.400052923331451
